time,chlor_a
2012-01-02,
2012-01-03,0.16283517
2012-01-04,0.15760064
2012-01-05,
2012-01-06,0.16383277
2012-01-07,
2012-01-08,0.1648395
2012-01-09,0.17913061
2012-01-10,
2012-01-11,0.21411347
2012-01-12,0.15015452
2012-01-13,0.20833182
2012-01-14,0.17802696
2012-01-15,0.21183805
2012-01-16,
2012-01-17,0.2136406
2012-01-18,
2012-01-19,0.2311102
2012-01-20,0.2148859
2012-01-21,
2012-01-22,0.21318036
2012-01-23,
2012-01-24,
2012-01-25,0.18406218
2012-01-26,
2012-01-27,0.24076854
2012-01-28,0.20501089
2012-01-29,
2012-01-30,0.18294938
2012-01-31,0.1749317
2012-02-01,
2012-02-02,0.20813672
2012-02-03,
2012-02-04,0.23479651
2012-02-05,0.24911958
2012-02-06,
2012-02-07,0.23734903
2012-02-08,
2012-02-09,0.17748618
2012-02-10,0.18109927
2012-02-11,
2012-02-12,0.24066912
2012-02-13,
2012-02-14,
2012-02-15,
2012-02-16,0.13849358
2012-02-17,
2012-02-18,0.14146423
2012-02-19,
2012-02-20,0.16560888
2012-02-21,
2012-02-22,
2012-02-23,0.11094447
2012-02-24,
2012-02-25,0.13645282
2012-02-26,0.14631157
2012-02-27,
2012-02-28,0.1410937
2012-02-29,
2012-03-01,
2012-03-02,
2012-03-03,
2012-03-04,
2012-03-05,
2012-03-06,
2012-03-07,
2012-03-08,
2012-03-09,
2012-03-10,0.19646323
2012-03-11,
2012-03-12,0.16151944
2012-03-13,0.17555422
2012-03-14,
2012-03-15,0.18031254
2012-03-16,0.15352356
2012-03-17,0.15038997
2012-03-18,0.15738983
2012-03-19,0.14753102
2012-03-20,
2012-03-21,0.17992605
2012-03-22,
2012-03-23,0.22241166
2012-03-24,
2012-03-26,
2012-03-27,
2012-03-28,0.19090562
2012-03-29,0.17500833
2012-03-30,
2012-03-31,0.26023808
2012-04-01,0.2657315
2012-04-02,0.17902148
2012-04-03,0.21180353
2012-04-04,0.25987485
2012-04-05,0.24895725
2012-04-06,0.26189238
2012-04-07,
2012-04-08,0.19596529
2012-04-09,0.17112362
2012-04-10,
2012-04-11,
2012-04-12,
2012-04-13,0.21111637
2012-04-14,0.2561409
2012-04-15,
2012-04-16,0.24521874
2012-04-17,0.203502
2012-04-18,0.18050557
2012-04-19,0.15790442
2012-04-20,0.15975381
2012-04-21,0.24718247
2012-04-22,0.1971231
2012-04-23,
2012-04-24,0.24151841
2012-04-25,0.25485057
2012-04-26,
2012-04-27,0.19064304
2012-04-28,
2012-04-29,0.17143165
2012-04-30,0.17004335
2012-05-01,
2012-05-02,0.16771166
2012-05-03,
2012-05-04,0.17181067
2012-05-05,0.18567303
2012-05-06,0.2259496
2012-05-07,
2012-05-08,0.22896318
2012-05-09,
2012-05-10,0.18572065
2012-05-11,0.18923694
2012-05-12,
2012-05-13,0.19069372
2012-05-14,
2012-05-15,
2012-05-16,0.177256
2012-05-17,
2012-05-18,0.2154961
2012-05-19,
2012-05-20,0.20663421
2012-05-21,0.19352223
2012-05-22,0.18148188
2012-05-23,0.1882282
2012-05-24,0.17289701
2012-05-25,
2012-05-26,0.14627458
2012-05-27,0.13856472
2012-05-28,
2012-05-29,
2012-05-30,
2012-05-31,0.20620549
2012-06-01,0.15999225
2012-06-02,
2012-06-03,0.14392547
2012-06-04,0.14682539
2012-06-05,0.14410949
2012-06-06,0.17465186
2012-06-07,0.18184355
2012-06-08,0.2006285
2012-06-09,
2012-06-10,
2012-06-11,0.17653425
2012-06-12,0.14392018
2012-06-13,
2012-06-14,0.14074086
2012-06-15,
2012-06-16,
2012-06-17,0.1329178
2012-06-18,
2012-06-19,0.18547669
2012-06-20,0.16841699
2012-06-21,
2012-06-22,0.20190841
2012-06-23,0.19482346
2012-06-24,0.16373643
2012-06-25,0.144373
2012-06-26,
2012-06-27,0.15997246
2012-06-28,0.16616423
2012-06-29,
2012-06-30,0.20721525
2012-07-01,
2012-07-02,0.21258956
2012-07-03,0.19950758
2012-07-04,
2012-07-05,0.18562569
2012-07-06,
2012-07-07,0.230067
2012-07-08,0.19324328
2012-07-09,0.15352497
2012-07-10,0.20342074
2012-07-11,0.19226982
2012-07-12,
2012-07-13,0.1902856
2012-07-14,0.19443539
2012-07-15,
2012-07-16,0.19183482
2012-07-17,
2012-07-18,0.18284221
2012-07-19,0.20171374
2012-07-20,
2012-07-21,0.15141809
2012-07-22,0.15259734
2012-07-23,0.1735952
2012-07-24,0.15760207
2012-07-25,0.16573867
2012-07-26,0.19137433
2012-07-27,0.09487847
2012-07-28,
2012-07-29,0.17971064
2012-07-30,0.1531635
2012-07-31,
2012-08-01,0.17884868
2012-08-02,
2012-08-03,0.23914629
2012-08-04,0.2353343
2012-08-05,
2012-08-06,0.2355686
2012-08-07,0.17485206
2012-08-08,0.22744687
2012-08-09,0.2210566
2012-08-10,0.22476982
2012-08-11,
2012-08-12,0.23911253
2012-08-13,
2012-08-14,0.25067034
2012-08-15,
2012-08-16,
2012-08-17,0.25852135
2012-08-18,
2012-08-19,0.24674992
2012-08-20,0.23598635
2012-08-21,
2012-08-22,0.15021907
2012-08-23,
2012-08-24,
2012-08-25,0.21921603
2012-08-26,0.20489602
2012-08-27,
2012-08-28,0.179394
2012-08-29,
2012-08-30,
2012-08-31,0.20712738
2012-09-01,
2012-09-02,0.24022454
2012-09-03,
2012-09-04,0.15648435
2012-09-05,0.17837903
2012-09-06,
2012-09-07,
2012-09-08,0.22319527
2012-09-09,0.18226823
2012-09-10,0.1981008
2012-09-11,0.20223887
2012-09-12,
2012-09-13,0.24942617
2012-09-14,
2012-09-15,0.23964803
2012-09-16,0.2140864
2012-09-17,
2012-09-18,0.16884059
2012-09-19,
2012-09-20,0.15599495
2012-09-21,0.19048949
2012-09-22,
2012-09-23,
2012-09-24,0.2488311
2012-09-25,0.2098306
2012-09-26,0.26198164
2012-09-27,0.2738218
2012-09-28,
2012-09-29,0.25144374
2012-09-30,
2012-10-01,0.28457153
2012-10-02,0.25958937
2012-10-03,
2012-10-04,0.20818129
2012-10-05,
2012-10-06,0.20246917
2012-10-07,0.20503865
2012-10-08,
2012-10-09,
2012-10-10,0.15212068
2012-10-11,0.15442942
2012-10-12,0.16314855
2012-10-13,0.20567653
2012-10-14,
2012-10-15,0.27686659
2012-10-16,
2012-10-17,0.24040619
2012-10-18,0.25058585
2012-10-19,
2012-10-20,0.2719107
2012-10-21,
2012-10-22,0.2827506
2012-10-23,0.22095364
2012-10-24,
2012-10-25,
2012-10-26,0.20290473
2012-10-27,0.2511403
2012-10-28,0.25710288
2012-10-29,0.24568152
2012-10-30,
2012-10-31,0.29538628
2012-11-01,
2012-11-02,0.15175156
2012-11-03,0.15273379
2012-11-04,
2012-11-05,
2012-11-06,
2012-11-07,0.19833857
2012-11-08,0.20402154
2012-11-09,
2012-11-10,
2012-11-11,
2012-11-12,
2012-11-13,0.13396333
2012-11-14,0.19262023
2012-11-15,
2012-11-16,0.155261
2012-11-17,
2012-11-18,0.18998714
2012-11-19,0.14096373
2012-11-20,
2012-11-21,0.22446917
2012-11-22,
2012-11-23,
2012-11-24,0.18917073
2012-11-25,
2012-11-26,
2012-11-27,0.17759065
2012-11-28,
2012-11-29,0.17552273
2012-11-30,0.24595386
2012-12-01,
2012-12-02,0.2111825
2012-12-03,
2012-12-04,0.14911091
2012-12-05,0.16629311
2012-12-06,
2012-12-07,0.10431067
2012-12-08,
2012-12-09,0.1701057
2012-12-10,0.14037432
2012-12-11,
2012-12-12,0.22990437
2012-12-13,0.21382591
2012-12-14,
2012-12-15,0.1906394
2012-12-16,0.20505705
2012-12-17,
2012-12-18,0.21461554
2012-12-19,
2012-12-20,0.11364094
2012-12-21,0.1763742
2012-12-22,
2012-12-23,0.19453068
2012-12-24,
2012-12-25,0.1412557
2012-12-26,0.20358849
2012-12-27,
2012-12-28,0.15365088
2012-12-29,0.23990315
2012-12-30,
2012-12-31,0.1733353
2013-01-01,0.21014312
2013-01-02,0.23621519
2013-01-03,0.21435498
2013-01-04,
2013-01-05,0.22308451
2013-01-06,0.19315295
2013-01-07,
2013-01-08,0.2053078
2013-01-09,
2013-01-10,0.18662062
2013-01-11,0.23012191
2013-01-12,
2013-01-13,0.2795871
2013-01-14,
2013-01-15,0.24394645
2013-01-16,0.2244153
2013-01-17,0.21301007
2013-01-18,
2013-01-19,
2013-01-20,
2013-01-21,0.2049548
2013-01-22,0.22236623
2013-01-23,
2013-01-24,0.24084008
2013-01-25,
2013-01-26,0.18849944
2013-01-27,0.22409847
2013-01-28,
2013-01-29,
2013-01-30,0.22545975
2013-01-31,
2013-02-01,0.23539712
2013-02-02,0.24962151
2013-02-03,
2013-02-04,0.24135543
2013-02-05,
2013-02-06,0.29348963
2013-02-07,0.2991071
2013-02-08,
2013-02-09,
2013-02-10,
2013-02-11,0.25031137
2013-02-12,0.24638121
2013-02-13,
2013-02-14,0.31170833
2013-02-15,0.28110734
2013-02-16,0.28362468
2013-02-17,0.25987437
2013-02-18,0.22664511
2013-02-19,
2013-02-20,0.1426563
2013-02-21,
2013-02-22,0.20607866
2013-02-23,0.21712098
2013-02-24,
2013-02-25,0.23317744
2013-02-26,
2013-02-27,0.25449225
2013-02-28,
2013-03-01,
2013-03-02,0.24084692
2013-03-03,0.19273551
2013-03-04,0.17312028
2013-03-05,0.2010167
2013-03-06,0.2045526
2013-03-07,
2013-03-08,0.22345175
2013-03-09,
2013-03-10,0.14009729
2013-03-11,0.14696969
2013-03-12,
2013-03-13,0.14630945
2013-03-14,
2013-03-15,0.14623767
2013-03-16,0.1669547
2013-03-17,
2013-03-18,0.17446142
2013-03-19,0.1703409
2013-03-20,
2013-03-21,0.15506883
2013-03-22,0.14228831
2013-03-23,
2013-03-24,0.16154155
2013-03-25,
2013-03-26,
2013-03-27,0.16627161
2013-03-28,
2013-03-29,0.22071415
2013-03-30,
2013-03-31,
2013-04-01,0.19834754
2013-04-02,
2013-04-03,0.22839685
2013-04-04,0.2116666
2013-04-05,0.215712
2013-04-06,0.21274388
2013-04-07,0.18523104
2013-04-08,
2013-04-09,0.2120186
2013-04-10,
2013-04-11,0.18309028
2013-04-12,0.17973812
2013-04-13,
2013-04-14,0.22909881
2013-04-15,
2013-04-16,0.18891546
2013-04-17,0.25409207
2013-04-18,
2013-04-19,0.23938482
2013-04-20,0.22395727
2013-04-21,0.20909828
2013-04-22,0.1910841
2013-04-23,0.18699966
2013-04-24,
2013-04-25,0.17605062
2013-04-26,
2013-04-27,0.1806104
2013-04-28,0.17061761
2013-04-29,
2013-04-30,0.19955826
2013-05-01,
2013-05-02,0.19829363
2013-05-03,0.18959178
2013-05-04,
2013-05-05,0.13156313
2013-05-06,0.2483247
2013-05-07,0.2517788
2013-05-08,0.23160675
2013-05-09,0.28709233
2013-05-10,0.27678615
2013-05-11,0.24320303
2013-05-12,
2013-05-13,0.25540558
2013-05-14,0.25016126
2013-05-15,
2013-05-16,0.268504
2013-05-17,
2013-05-18,0.2598005
2013-05-19,0.25077316
2013-05-20,
2013-05-21,0.2916504
2013-05-22,0.28781393
2013-05-23,0.31369123
2013-05-24,0.28823662
2013-05-25,0.34286028
2013-05-26,0.35995045
2013-05-27,0.33527744
2013-05-28,
2013-05-29,0.2922733
2013-05-30,0.3112675
2013-05-31,
2013-06-01,0.33283436
2013-06-02,
2013-06-03,0.3211805
2013-06-04,0.30545822
2013-06-05,
2013-06-06,0.295158
2013-06-07,0.27603796
2013-06-08,0.26316565
2013-06-09,0.24818105
2013-06-10,0.25664252
2013-06-11,0.25801018
2013-06-12,0.26588148
2013-06-13,
2013-06-14,0.27421552
2013-06-15,0.26516396
2013-06-16,
2013-06-17,
2013-06-18,
2013-06-19,0.27196306
2013-06-20,0.23606783
2013-06-21,
2013-06-22,0.23504813
2013-06-23,0.20550814
2013-06-24,
2013-06-25,0.22226313
2013-06-26,0.25845557
2013-06-27,0.260069
2013-06-28,0.20268498
2013-06-29,
2013-06-30,0.20221032
2013-07-01,0.1810027
2013-07-02,
2013-07-03,0.21725015
2013-07-04,
2013-07-05,0.27865952
2013-07-06,0.28204644
2013-07-07,
2013-07-08,0.27487025
2013-07-09,0.2816139
2013-07-10,0.22063456
2013-07-11,0.21457209
2013-07-12,0.2140947
2013-07-13,0.1917936
2013-07-14,0.24946076
2013-07-15,
2013-07-16,0.20714742
2013-07-17,0.2355446
2013-07-18,
2013-07-19,
2013-07-20,
2013-07-21,0.16655011
2013-07-22,0.28457355
2013-07-23,
2013-07-24,0.22228445
