2017-02-26,568.11255
2017-03-06,659.8718
2017-03-14,586.77466
2017-03-22,611.719
2017-03-30,579.8057
2017-04-07,608.85614
2017-04-15,587.25415
2017-04-23,642.97015
2017-05-01,618.1753
2017-05-09,634.5842
2017-05-17,599.95703
2017-05-25,655.0318
2017-06-02,814.9612
2017-06-10,704.4823
2017-06-18,640.8543
2017-06-26,695.5015
2017-07-04,760.9703
2017-07-12,626.9589
2017-07-20,730.6719
2017-07-28,687.80945
2017-08-05,635.07263
2017-08-13,658.17725
2017-08-21,580.20935
2017-08-29,649.99835
2017-09-06,650.1732
2017-09-14,577.54956
2017-09-22,530.54486
2017-09-30,543.62164
2017-10-08,647.8169
2017-10-16,436.02173
2017-10-24,562.48883
2017-11-01,550.16187
2017-11-09,593.99695
2017-11-17,584.38776
2017-11-25,520.3957
2017-12-03,507.32703
2017-12-11,590.4637
2017-12-19,578.9435
2017-12-27,504.77942
2018-01-01,531.9374
2018-01-09,525.12427
2018-01-17,551.43585
2018-01-25,522.9886
2018-02-02,525.177
2018-02-10,577.11633
2018-02-18,588.15576
2018-02-26,567.32587
2018-03-06,513.0803
2018-03-14,635.3351
2018-03-22,577.0891
2018-03-30,523.80096
2018-04-07,610.0819
2018-04-15,664.07605
2018-04-23,625.74194
2018-05-01,625.1918
2018-05-09,626.69696
2018-05-17,594.34674
2018-05-25,632.255
2018-06-02,616.0134
2018-06-10,569.1886
2018-06-18,608.6541
2018-06-26,660.9268
2018-07-04,691.1489
2018-07-12,574.2139
2018-07-20,667.37524
2018-07-28,537.4315
2018-08-05,612.0513
2018-08-13,590.62787
2018-08-21,515.0126
2018-08-29,631.76733
2018-09-06,544.62164
2018-09-14,557.45197
2018-09-22,547.5521
2018-09-30,523.67566
2018-10-08,600.6135
2018-10-16,606.6171
2018-10-24,610.9422
2018-11-01,545.81586
2018-11-09,516.79614
2018-11-17,529.59235
2018-11-25,528.6261
2018-12-03,574.1618
2018-12-11,563.4442
2018-12-19,584.44666
2018-12-27,606.5815
2019-01-01,562.59985
2019-01-09,550.9901
2019-01-17,592.7706
2019-01-25,532.8548
2019-02-02,527.6073
2019-02-10,518.18994
2019-02-18,538.6798
2019-02-26,526.9648
2019-03-06,548.0471
2019-03-14,515.1904
2019-03-22,573.1199
2019-03-30,615.40765
2019-04-07,674.8482
2019-04-15,587.86566
2019-04-23,616.03046
2019-05-01,599.47723
2019-05-09,621.199
